#Position (bp)	mapping quality
2.6583830485E9	59.375
2.6663764925E9	60.0
2.6744198605E9	55.0
2.6824632285E9	60.0
2.6905065965E9	51.64556962025316
2.6985499645E9	60.0
2.7065933325E9	60.0
2.7118219605E9	0.0
2.7158436445E9	60.0
2.7226800685E9	60.0
2.7307234365E9	60.0
2.7387668045E9	1.9955654101995566
2.7468101725E9	60.0
2.7548535405E9	60.0
2.7628969085E9	59.93619736282433
2.7709402765E9	60.0
2.776217516E9	60.0
2.7802392E9	0.0
2.7870270125E9	15.76933514246947
2.7950703805E9	48.60486048604861
2.8031137485E9	60.0
2.8111571165E9	60.0
2.8192004845E9	60.0
2.8237026115E9	60.0
2.8277242955E9	0.0
2.8352872205E9	44.0
2.8433305885E9	60.0
2.8513739565E9	60.0
2.8594173245E9	60.0
2.8674606925E9	60.0
2.8732419495E9	60.0
2.8772636335E9	60.0
2.8835474285E9	60.0
2.8915907965E9	60.0
2.8996341645E9	60.0
2.9076775325E9	60.0
2.9157209005E9	54.37862950058072
2.9237642685E9	60.0
2.9318076365E9	60.0
2.9398510045E9	60.0
2.9478943725E9	60.0
2.9559377405E9	60.0
2.9639811085E9	57.6
2.9720244765E9	57.89719626168224
2.9800678445E9	44.56292388847023
2.9881112125E9	44.962531223980015
2.9961545805E9	60.0
3.0041979485E9	60.0
3.0122413165E9	60.0
3.0202846845E9	49.142857142857146
3.027674393E9	55.80152671755725
3.031696077E9	0.0
3.0363714205E9	0.0
3.0444147885E9	31.0
3.0524581565E9	0.0
3.0605015245E9	0.0
3.0685448925E9	0.0
3.0765882605E9	0.0
3.0844398885E9	0.0
3.088278117E9	60.0
3.088373929E9	0.0
3.0884774725E9	0.0
3.0885573295E9	0.0
3.0886372415E9	24.0
3.0886706715E9	0.0
3.0887081185E9	0.0
3.0887493115E9	0.0
3.088858438E9	0.0
3.088966832E9	0.0
3.089008063E9	0.0
3.089109657E9	0.0
3.089267292E9	0.0
3.08942189E9	0.0
3.089604443E9	0.0
3.089755642E9	0.0
3.0898220175E9	0.0
3.0898610755E9	0.0
3.089968525E9	0.0
3.0900764725E9	0.0
3.0901461555E9	0.0
3.090297168E9	0.0
3.090503609E9	0.0
3.0907062205E9	0.0
3.09089898E9	0.0
3.091013772E9	0.0
3.091052607E9	0.0
3.0911587895E9	0.0
3.091267064E9	0.0
3.0915130575E9	0.0
3.092673561E9	0.0
3.093702736E9	0.0
3.093935951E9	0.0
3.094132646E9	0.0
3.0942642985E9	0.0
3.094360447E9	0.0
3.0944711045E9	0.0
3.0946435155E9	0.0
3.094747446E9	0.0
3.0948598115E9	0.0
3.0950026905E9	0.0
3.095104297E9	0.0
3.095190977E9	0.0
3.0952465895E9	0.0
3.0952663465E9	0.0
3.095268566E9	0.0
3.0952706195E9	0.0
3.0952723265E9	0.0
3.0952838005E9	0.0
3.0952967465E9	0.0
3.095299555E9	0.0
3.0953008775E9	0.0
3.0953027375E9	0.0
3.0953043745E9	0.0
3.095311073E9	0.0
3.0953361175E9	0.0
3.095355552E9	0.0
3.0953574645E9	0.0
3.095360032E9	0.0
3.095361791E9	0.0
3.095363378E9	0.0
3.095365611E9	0.0
3.0953678415E9	0.0
3.095369933E9	0.0
3.095371677E9	0.0
3.09537289E9	0.0
3.0953743225E9	0.0
3.095375945E9	0.0
3.095572656E9	59.0
3.095769303E9	0.0
3.0957708065E9	0.0
3.0957736535E9	0.0
3.095822105E9	0.0
3.095924849E9	0.0
3.095983129E9	0.0
3.095986364E9	0.0
3.0959887305E9	0.0
3.0959909825E9	0.0
3.095993051E9	0.0
3.0959946765E9	0.0
3.096006671E9	0.0
3.0960870785E9	0.0
3.0961589785E9	0.0
3.096165879E9	0.0
3.096173123E9	0.0
3.09617898E9	0.0
3.096183283E9	0.0
3.096185859E9	0.0
3.0961883E9	0.0
3.0961908755E9	0.0
3.096192456E9	0.0
3.096238607E9	0.0
3.0962848625E9	0.0
3.096286263E9	0.0
3.0962877625E9	0.0
3.096289947E9	0.0
3.096292208E9	0.0
3.0962965075E9	0.0
3.096315547E9	0.0
3.0963533005E9	0.0
3.09637788E9	0.0
3.096382479E9	0.0
3.0963879875E9	0.0
3.0963943185E9	0.0
3.096398918E9	0.0
3.0964033365E9	0.0
3.0964070605E9	0.0
3.0964084065E9	0.0
3.0964096105E9	0.0
3.096411644E9	0.0
3.0964135175E9	0.0
3.0964147555E9	0.0
3.0964161835E9	0.0
3.0964174105E9	0.0
3.096418484E9	30.0
3.096419946E9	0.0
3.096422275E9	0.0
3.0964254675E9	0.0
3.0964313925E9	0.0
3.0964360765E9	0.0
3.096437123E9	0.0
3.0964382945E9	0.0
3.096440137E9	0.0
3.096442099E9	0.0
3.096443439E9	0.0
3.0964449505E9	0.0
3.0964464985E9	0.0
3.0964475915E9	0.0
3.0964489705E9	0.0
3.0964506065E9	0.0
3.0964522235E9	0.0
3.0964537525E9	0.0
3.0964552355E9	0.0
3.09645655E9	0.0
3.0964580005E9	0.0
3.0964594605E9	0.0
3.096462063E9	0.0
3.0964647385E9	0.0
3.0964666345E9	0.0
3.0964687875E9	0.0
3.096470338E9	0.0
3.0964722525E9	0.0
3.096474844E9	0.0
3.0964802425E9	0.0
3.0964880595E9	0.0
3.0965833285E9	0.0
3.0966857285E9	0.0
3.0967753275E9	50.273972602739725
3.0969348755E9	0.0
3.097105623E9	51.152542372881356
3.0972741855E9	0.0
3.0973604055E9	0.0
3.097450029E9	0.0
3.0976374775E9	50.0
3.0978270425E9	0.0
3.097932224E9	0.0
3.0979864125E9	0.0
3.098119023E9	0.0
3.098265051E9	0.0
3.098391091E9	0.0
3.0985448955E9	0.0
3.0986946915E9	0.0
3.098783935E9	0.0
3.0988292795E9	0.0
3.098880847E9	0.0
3.098919304E9	0.0
3.0989774605E9	0.0
3.099052881E9	0.0
3.0991573655E9	0.0
3.099319594E9	0.0
3.0995012675E9	0.0
3.099670145E9	0.0
3.0999279405E9	0.0
3.100233298E9	0.0
3.1004161975E9	0.0
3.100563604E9	0.0
3.100747466E9	0.0
3.1008938195E9	0.0
3.1011322435E9	0.0
3.1013406625E9	0.0
3.1018216205E9	0.0
3.10249025E9	0.0
3.1027859675E9	0.0
3.1029370045E9	0.0
3.103040568E9	0.0
3.103187824E9	0.0
3.1033599445E9	0.0
3.1034919475E9	0.0
3.103630163E9	0.0
3.103765693E9	0.0
3.1038899E9	0.0
3.104000147E9	0.0
3.104103262E9	0.0
3.104213238E9	0.0
3.1043622315E9	0.0
3.1045301035E9	0.0
3.1046754705E9	0.0
3.104762046E9	0.0
3.104838637E9	0.0
3.1050052845E9	0.0
3.105207674E9	0.0
3.105384834E9	0.0
3.1055957845E9	0.0
3.1057764275E9	0.0
3.1059356005E9	0.0
3.106119471E9	0.0
3.1062928875E9	0.0
3.1064952125E9	0.0
3.106793429E9	0.0
3.107037494E9	0.0
3.1073867035E9	0.0
3.107759424E9	0.0
3.1079211745E9	0.0
3.1080633985E9	0.0
3.1082263265E9	0.0
3.1084513465E9	0.0
3.1086364625E9	0.0
3.108789052E9	0.0
3.1089764285E9	0.0
3.1091156475E9	0.0
3.1092704375E9	0.0
3.1094661425E9	0.0
3.1103548855E9	0.0
3.11121197E9	0.0
3.1113489445E9	0.0
3.111522028E9	0.0
3.1116747035E9	0.0
3.112262033E9	0.0
3.11459822E9	0.0
3.1165009275E9	0.0
3.1166649055E9	0.0
3.1168033475E9	0.0
3.1173009555E9	0.0
3.117773698E9	0.0
3.117904112E9	0.0
3.1180957915E9	0.0
3.1183304505E9	0.0
3.1185453175E9	0.0
3.1187290865E9	0.0
3.1189129625E9	0.0
3.119051637E9	0.0
3.1196670135E9	0.0
3.120358526E9	0.0
3.1205574705E9	0.0
3.120723736E9	0.0
3.12082873E9	0.0
3.1209034785E9	0.0
3.1211176495E9	0.0
3.1214052355E9	0.0
3.1220442065E9	0.0
3.1226870745E9	0.0
3.1231494355E9	0.0
3.1235325875E9	0.0
3.123790701E9	0.0
3.124044676E9	0.0
3.1241297635E9	0.0
3.124227575E9	0.0
3.124459987E9	0.0
3.1246790295E9	0.0
3.1248266455E9	0.0
3.124943915E9	0.0
3.1250653335E9	0.0
3.1251809925E9	0.0
3.1254305495E9	0.0
3.1257397175E9	0.0
3.1259200925E9	0.0
3.1261657415E9	0.0
3.1264148E9	0.0
3.126614024E9	0.0
3.1268076365E9	0.0
3.12704463E9	0.0
3.127295107E9	0.0
3.12747434E9	0.0
3.1276520425E9	0.0
3.127848246E9	0.0
3.127977804E9	0.0
3.128104742E9	0.0
3.128281483E9	0.0
3.128569275E9	0.0
3.1287934555E9	0.0
3.1288418265E9	0.0
3.1289022285E9	0.0
3.129053374E9	0.0
3.1292570325E9	0.0
3.129410949E9	0.0
3.1295567135E9	0.0
3.1296928995E9	0.0
3.129844808E9	0.0
3.129974998E9	0.0
3.1300410955E9	0.0
3.1301650045E9	0.0
3.1303509995E9	0.0
3.1304930685E9	0.0
3.1306295515E9	0.0
3.130867575E9	0.0
3.131039675E9	0.0
3.1312194015E9	0.0
3.13213604E9	0.0
3.132981947E9	0.0
3.133747995E9	0.0
3.134663191E9	0.0
3.1350342175E9	0.0
3.1353294355E9	0.0
3.13564139E9	0.0
3.135912112E9	0.0
3.136228957E9	0.0
3.1366387835E9	0.0
3.136883872E9	0.0
3.1369509685E9	0.0
3.1370204075E9	0.0
3.137168827E9	0.0
3.1386151055E9	0.0
3.1400411865E9	0.0
3.1401822535E9	0.0
3.140414935E9	0.0
3.140798459E9	0.0
3.1410924815E9	0.0
3.1426293625E9	0.0
3.144206965E9	0.0
3.144381203E9	0.0
3.144482951E9	0.0
3.1447532075E9	0.0
3.1456642035E9	0.0
3.146483516E9	0.0
3.146713427E9	0.0
3.146885722E9	0.0
3.146985213E9	0.0
3.147119783E9	0.0
3.147265112E9	0.0
3.147465896E9	0.0
3.147693206E9	0.0
3.1478747395E9	0.0
3.1480261545E9	0.0
3.1481624055E9	0.0
3.148326154E9	0.0
3.148489927E9	0.0
3.1486047935E9	0.0
3.148662145E9	0.0
3.148881458E9	0.0
3.1491593975E9	0.0
3.1493385205E9	0.0
3.1495104645E9	0.0
3.1496099745E9	0.0
3.1497484335E9	0.0
3.1503591725E9	0.0
3.1509172235E9	0.0
3.1510408035E9	0.0
3.151129521E9	0.0
3.151250568E9	0.0
3.151374243E9	0.0
3.151489573E9	0.0
3.1516448945E9	0.0
3.151817443E9	0.0
3.151955368E9	0.0
3.152051039E9	0.0
3.1521507295E9	0.0
3.1523220325E9	0.0
3.1525451205E9	0.0
3.152790319E9	0.0
3.1529713215E9	0.0
3.1531031545E9	0.0
3.153256718E9	0.0
3.1533558455E9	0.0
3.153485713E9	0.0
3.153709553E9	0.0
3.1539240905E9	0.0
3.154120597E9	0.0
3.1543302E9	0.0
3.154493926E9	0.0
3.154657966E9	0.0
3.154845599E9	0.0
3.1550524745E9	0.0
3.1552349965E9	0.0
3.1553981115E9	0.0
3.15557571E9	0.0
3.1557532995E9	0.0
3.1559197455E9	0.0
3.1561079305E9	0.0
3.1562956185E9	0.0
3.1564576755E9	0.0
3.156728397E9	0.0
3.1574898795E9	0.0
3.158127567E9	0.0
3.159618335E9	22.0
3.1620159675E9	0.0
3.163083745E9	0.0
3.163247659E9	0.0
3.163475482E9	0.0
3.163688181E9	0.0
3.163848849E9	0.0
3.164242336E9	0.0
3.1646267025E9	0.0
3.1669059435E9	0.0
3.1694866505E9	0.0
3.169955169E9	0.0
3.170102579E9	0.0
3.1703440285E9	0.0
3.1705509635E9	0.0
3.1713065935E9	0.0
3.172105219E9	0.0
3.1722711045E9	0.0
3.1727147195E9	0.0
3.173116486E9	0.0
3.173290497E9	0.0
3.1735300985E9	0.0
3.173718028E9	0.0
3.1738956185E9	0.0
3.1740833425E9	0.0
3.174240364E9	0.0
3.17438727E9	0.0
3.174571623E9	0.0
3.1748117375E9	0.0
3.175046817E9	0.0
3.1752354605E9	0.0
3.1754134065E9	0.0
3.175774576E9	0.0
3.176591418E9	0.0
3.1788938235E9	0.0
3.1807719275E9	0.0
3.1809958745E9	0.0
3.1816373325E9	0.0
3.182257536E9	0.0
3.182438689E9	0.0
3.182632177E9	0.0
3.1828176375E9	0.0
3.1830105775E9	0.0
3.183203712E9	0.0
3.183377671E9	0.0
3.1835480905E9	0.0
3.184401774E9	0.0
3.1867405955E9	0.0
3.188853383E9	0.0
3.189497979E9	0.0
3.1914068755E9	22.0
3.193820782E9	0.0
3.1949576625E9	0.0
3.1955729425E9	0.0
3.1979582215E9	0.0
3.20076094E9	0.0
3.2012622815E9	0.0
3.201346902E9	0.0
3.20389434E9	0.0
3.2068525245E9	0.0
3.2073844505E9	0.0
3.207821066E9	0.0
3.2087527055E9	0.0
3.209294969E9	0.0
3.2093808805E9	0.0
3.2094590285E9	0.0
3.209461645E9	0.0
3.2094647175E9	0.0
3.2094670945E9	0.0
3.209468612E9	0.0
3.20946986E9	0.0
3.209470931E9	0.0
3.20947226E9	0.0
3.2094746305E9	0.0
3.2094771585E9	0.0
3.209479681E9	0.0
3.209482509E9	0.0
3.209484929E9	0.0
3.209486852E9	0.0
3.2094886505E9	0.0
3.2094902845E9	0.0
3.209491663E9	0.0
3.2094943225E9	0.0
3.209496879E9	0.0
3.2094981625E9	0.0
3.209501593E9	0.0
3.209507315E9	0.0
3.2095117055E9	0.0
3.2095141095E9	0.0
3.209516191E9	0.0
3.209518321E9	0.0
3.2095200055E9	0.0
3.2095213545E9	0.0
3.209522495E9	0.0
3.2095237055E9	0.0
3.209525275E9	0.0
3.2095288145E9	0.0
3.209532586E9	0.0
3.2095343275E9	0.0
3.20953589E9	0.0
3.209537629E9	0.0
3.209539924E9	0.0
3.209542824E9	0.0
3.2095447675E9	0.0
3.2095458175E9	0.0
3.20954722E9	0.0
3.2095490785E9	0.0
3.2095508515E9	0.0
3.209552521E9	0.0
3.2095541785E9	0.0
3.209555955E9	0.0
3.2095575495E9	0.0
3.2095590825E9	0.0
3.2095618495E9	0.0
3.209565064E9	0.0
3.209566965E9	0.0
3.2095680075E9	0.0
3.209569045E9	0.0
3.209570851E9	0.0
3.2095763585E9	0.0
3.2095833305E9	0.0
3.209587184E9	0.0
3.209588803E9	0.0
3.209593677E9	0.0
3.2095993535E9	0.0
3.2096018985E9	0.0
3.209604203E9	0.0
3.209606344E9	0.0
3.2096079825E9	0.0
3.209609177E9	0.0
3.2096111725E9	0.0
3.2096139625E9	0.0
3.2096251315E9	0.0
3.2096363275E9	0.0
3.2096430295E9	0.0
3.2096528405E9	0.0
3.209661007E9	0.0
3.2096658715E9	0.0
3.2096679895E9	0.0
3.209669525E9	0.0
3.209672363E9	0.0
3.2096766565E9	0.0
3.2096807945E9	0.0
3.2096842985E9	0.0
3.2096877375E9	0.0
3.2096907425E9	0.0
3.2096923465E9	0.0
3.2096950385E9	0.0
3.209700074E9	0.0
3.209704843E9	0.0
3.209709143E9	0.0
3.209713992E9	0.0
3.209717848E9	0.0
3.2097199115E9	0.0
3.209722085E9	0.0
3.2097255585E9	0.0
3.2097280655E9	0.0
3.2097296125E9	0.0
3.209731964E9	0.0
3.209735213E9	0.0
3.2097404255E9	0.0
3.2097470195E9	0.0
3.20975137E9	0.0
3.209753923E9	0.0
3.2097576745E9	0.0
3.209762103E9	0.0
3.209766385E9	0.0
3.209769707E9	0.0
3.209772496E9	0.0
3.209776983E9	0.0
3.2097819105E9	0.0
3.209784609E9	0.0
3.2097858845E9	0.0
3.2097879995E9	0.0
3.2097909825E9	0.0
3.2097939485E9	0.0
3.2097962635E9	0.0
3.209799619E9	0.0
3.2098037385E9	0.0
3.2098083875E9	0.0
3.209811954E9	0.0
3.2098139485E9	0.0
3.2098159525E9	0.0
3.2098172415E9	0.0
3.209819251E9	0.0
3.209821608E9	0.0
3.2098239975E9	0.0
3.209832625E9	0.0
3.209843653E9	0.0
3.2098502565E9	0.0
3.2098555545E9	0.0
3.209858578E9	0.0
3.209862943E9	0.0
3.2098715205E9	0.0
3.209876892E9	0.0
3.209878671E9	0.0
3.2098805395E9	0.0
3.209883357E9	0.0
3.2098876815E9	0.0
3.2098949645E9	0.0
3.209902906E9	0.0
3.2099080855E9	0.0
3.2099112765E9	0.0
3.2099141005E9	0.0
3.2099167505E9	0.0
3.20991993E9	0.0
3.209923509E9	0.0
3.209926323E9	0.0
3.2099316045E9	0.0
3.2099374685E9	0.0
3.2099416005E9	0.0
3.20994481E9	0.0
3.2099473185E9	0.0
3.209949512E9	0.0
3.209953305E9	0.0
3.209958415E9	0.0
3.2099623705E9	0.0
3.2099653005E9	0.0
3.209967324E9	0.0
3.209968519E9	0.0
3.209970263E9	0.0
3.2099731475E9	0.0
3.2099762095E9	0.0
3.2099795025E9	0.0
3.2099844685E9	0.0
3.20998863E9	0.0
3.2099910575E9	0.0
3.2099941615E9	0.0
3.209996785E9	0.0
3.209998185E9	0.0
3.2100003775E9	0.0
3.210006423E9	0.0
3.2100133315E9	0.0
3.2100174445E9	0.0
3.210022105E9	0.0
3.2100264125E9	0.0
3.210032877E9	0.0
3.2100392525E9	0.0
3.2100466945E9	0.0
3.210055762E9	0.0
3.210059966E9	0.0
3.210063963E9	0.0
3.210068788E9	0.0
3.2100725865E9	0.0
3.210075514E9	0.0
3.210079522E9	0.0
3.2100840535E9	0.0
3.2100865985E9	0.0
3.210088026E9	0.0
3.2100892965E9	0.0
3.2100914655E9	0.0
3.210094043E9	0.0
3.210097334E9	0.0
3.210103277E9	0.0
3.210108525E9	0.0
3.2101119E9	0.0
3.210115758E9	0.0
3.210126679E9	0.0
3.210138026E9	0.0
3.210141692E9	0.0
3.210144261E9	0.0
3.2101470445E9	0.0
3.2101510455E9	0.0
3.210155905E9	0.0
3.2101608195E9	0.0
3.2101666685E9	0.0
3.2101721025E9	0.0
3.210175921E9	0.0
3.210179265E9	0.0
3.21018338E9	0.0
3.2101862215E9	0.0
3.210188704E9	0.0
3.2101917625E9	0.0
3.2101952805E9	0.0
3.2102003675E9	0.0
3.2102066475E9	0.0
3.2102111035E9	0.0
3.210212588E9	0.0
3.210213857E9	0.0
3.210218676E9	0.0
3.2102239675E9	0.0
3.210226393E9	0.0
3.2102296655E9	0.0
3.2102323265E9	0.0
3.2102345225E9	0.0
3.2102370775E9	0.0
3.210239569E9	0.0
3.21024222E9	0.0
3.210244332E9	0.0
3.210247653E9	0.0
3.210251157E9	0.0
